Frame,change,count
2139,0,19
2140,0,19
2141,0,19
2142,0,19
2143,0,19
2144,0,19
2145,0,19
2146,0,19
2147,0,19
2148,0,19
2149,0,19
2150,0,19
2151,0,19
2152,0,19
2153,0,19
2154,0,19
2155,0,19
2156,0,19
2157,0,19
2158,0,19
2159,0,19
2160,0,19
2161,0,19
2162,0,19
2163,0,19
2164,0,19
2165,0,19
2166,0,19
2167,0,19
2168,0,19
2169,0,19
2170,0,19
2171,0,19
2172,0,19
2173,0,19
2174,0,19
2175,0,19
2176,0,19
2177,0,19
2178,0,19
2179,0,19
2180,0,19
2181,0,19
2182,0,19
2183,0,19
2184,0,19
2185,0,19
2186,0,19
2187,0,19
2188,0,19
2189,0,19
2190,0,19
2191,0,19
2192,0,19
2193,0,19
2194,0,19
2195,0,19
2196,0,19
2197,0,19
2198,0,19
2199,0,19
2200,0,19
2201,0,19
2202,0,19
2203,0,19
2204,0,19
2205,0,19
2206,0,19
2207,0,19
2208,0,19
2209,0,19
2210,0,19
2211,0,19
2212,0,19
2213,0,19
2214,0,19
2215,0,19
2216,0,19
2217,0,19
2218,0,19
2219,0,19
2220,0,19
2221,0,19
2222,0,19
2223,0,19
2224,0,19
2225,0,19
2226,0,19
2227,0,19
2228,0,19
2229,0,19
2230,0,19
2231,0,19
2232,0,19
2233,0,19
2234,0,19
2235,0,19
2236,0,19
2237,0,19
2238,0,19
2239,0,19
2240,0,19
2241,0,19
2242,0,19
2243,0,19
2244,0,19
2245,0,19
2246,0,19
2247,0,19
2248,0,19
2249,0,19
2250,0,19
2251,0,19
2252,0,19
2253,0,19
2254,0,19
2255,0,19
2256,0,19
2257,0,19
2258,0,19
2259,0,19
2260,0,19
2261,0,19
2262,0,19
2263,0,19
2264,0,19
2265,0,19
2266,0,19
2267,0,19
2268,0,19
2269,0,19
2270,0,19
2271,0,19
2272,0,19
2273,0,19
2274,0,19
2275,0,19
2276,0,19
2277,0,19
2278,0,19
2279,0,19
2280,0,19
2281,0,19
2282,0,19
2283,0,19
2284,0,19
2285,0,19
2286,-1,18
2287,0,18
2288,0,18
2289,0,18
2290,0,18
2291,0,18
2292,0,18
2293,0,18
2294,0,18
2295,0,18
2296,0,18
2297,0,18
2298,0,18
2299,0,18
2300,0,18
2301,0,18
2302,0,18
2303,0,18
2304,0,18
2305,0,18
2306,0,18
2307,0,18
2308,0,18
2309,0,18
2310,0,18
2311,0,18
2312,0,18
2313,0,18
2314,0,18
2315,0,18
2316,0,18
2317,0,18
2318,0,18
2319,0,18
2320,0,18
2321,0,18
2322,0,18
2323,0,18
2324,0,18
2325,0,18
2326,0,18
2327,0,18
2328,0,18
2329,0,18
2330,0,18
2331,0,18
2332,0,18
2333,0,18
2334,0,18
2335,0,18
2336,0,18
2337,0,18
2338,0,18
2339,0,18
2340,0,18
2341,0,18
2342,0,18
2343,0,18
2344,0,18
2345,0,18
2346,0,18
2347,0,18
2348,0,18
2349,0,18
2350,0,18
2351,0,18
2352,0,18
2353,0,18
2354,0,18
2355,0,18
2356,0,18
2357,0,18
2358,0,18
2359,0,18
2360,0,18
2361,0,18
2362,0,18
2363,0,18
2364,0,18
2365,0,18
2366,0,18
2367,0,18
2368,0,18
2369,0,18
2370,0,18
2371,0,18
2372,0,18
2373,0,18
2374,0,18
2375,0,18
2376,0,18
2377,0,18
2378,0,18
2379,0,18
2380,0,18
2381,0,18
2382,0,18
2383,0,18
2384,0,18
2385,0,18
2386,0,18
2387,0,18
2388,0,18
2389,0,18
2390,0,18
2391,0,18
2392,0,18
2393,0,18
2394,0,18
2395,0,18
2396,0,18
2397,0,18
2398,0,18
2399,0,18
